"106","412","DLXD","DB","4","","0","0","V","D","I","V","C","I","0","0","0","moko"
"107","413","GDXD","DL","4","","0","0","V","D","N","V","C","I","0","0","0","moko"
"108","414","JNR","DB","4","","0","0","V","D","N","V","C","N","0","0","0","moko"
"109","415","EXC","DB","4","","0","0","V","D","N","V","C","N","0","0","0","sukri"
"110","416","DLXT","TB","4","","0","0","O","D","N","O","D","N","0","0","0","waldi"
"111","417","DLXT","TB","4","","0","0","V","D","N","V","C","I","0","0","0","moko"
"112","418","GDXD","DL","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"113","419","DLXT","TB","4","","0","0","V","D","N","V","D","N","0","0","0","erik"
"114","420","DLXT","TB","4","","0","0","V","D","N","V","D","N","0","0","0","sukri"
"115","421","DLXD","DB","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"116","422","DLXD","DB","4","","0","0","V","D","I","V","D","N","0","0","0","waldi"
"117","423","DLXD","DB","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"118","424","GDXD","DL","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"119","425","DLXT","TB","4","","0","0","V","D","I","V","D","N","0","0","0","waldi"
"120","426","DLXT","TB","4","","0","0","V","D","N","V","C","I","0","0","0","moko"
"121","427","DLXD","DB","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"122","428","GDXD","DL","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"123","429","DLXT","TB","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"124","430","DLXT","TB","4","","0","0","O","D","N","O","D","N","0","0","0","waldi"
"125","431","GDXD","DL","4","","0","0","V","D","N","V","C","I","0","0","0","moko"
"126","432","GDXD","DL","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"127","433","DLXT","TB","4","","0","0","V","D","N","V","C","I","0","0","0","moko"
"128","434","DLXT","TB","4","","0","0","V","D","N","V","C","I","0","0","0","moko"
"129","435","GDXD","DL","4","","0","0","O","D","I","O","D","N","0","0","0","waldi"
"130","436","DLXD","DB","4","","0","0","O","D","N","O","D","N","0","0","0","waldi"
"131","437","DLXT","TB","4","","0","0","O","D","N","O","D","N","0","0","0","waldi"
"132","438","DLXT","TB","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"133","439","DLXD","DB","4","","0","0","V","D","I","V","D","N","0","0","0","waldi"
"134","440","DLXD","DB","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"135","441","DLXT","TB","4","","0","0","V","D","N","V","D","I","0","0","0","waldi"
"136","442","DLXT","TB","4","","0","0","V","D","N","V","C","I","0","0","0","moko"
"137","443","DLXD","DB","4","","0","0","V","D","I","V","D","N","0","0","0","waldi"
"138","444","DLXD","DB","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"139","445","DLXT","TB","4","","0","0","V","D","N","V","D","N","0","0","0","waldi"
"140","446","DLXT","TB","4","","0","0","V","D","N","V","C","I","0","0","0","moko"
"141","447","DLXT","TB","4","","0","0","V","D","N","V","C","I","0","0","0","moko"
"142","448","DLXT","TB","4","","0","0","V","D","N","V","C","I","0","0","0","moko"
